ACCIDENT_NO,PERSON_ID,cluster
T20210000943,01,2
T20210000943,A,0
T20210000943,B,0
T20240001376,01,1
T20220016105,A,6
T20230016366,A,0
T20230024435,B,0
T20240014493,A,2
T20240004960,B,2
T20220025121,A,2
T20240010291,A,0
T20240010291,B,0
T20240010291,02,0
T20230023408,B,2
T20230023408,A,0
T20230021273,02,2
T20170024836,01,6
T20210008089,03,3
T20210008089,B,3
T20230025130,B,2
T20230025130,A,0
T20210005032,B,6
T20230028868,B,2
T20230028868,A,0
T20230026749,A,4
T20240009285,B,2
T20240011011,B,2
T20230008734,A,0
T20240013320,02,2
T20240013320,B,2
T20180018161,01,6
T20240001769,A,0
T20230016084,A,4
T20240021982,A,2
T20220020282,B,2
T20230004104,A,2
T20230024926,B,2
T20240011629,B,2
T20200003443,A,0
T20240012500,A,1
T20240015020,A,2
T20240004585,B,0
T20240006575,A,0
T20230022459,B,4
T20220005367,A,6
T20200010521,A,4
T20240007714,B,1
T20240011982,01,2
T20240013957,01,2
T20240005326,01,0
T20240014271,A,1
T20240014271,B,4
T20240013517,01,1
T20240013517,02,3
T20240013517,A,3
T20240013517,B,6
T20240014259,A,1
T20230028403,A,2
T20230028403,01,0
T20230028403,B,2
T20230028403,02,0
T20180021486,A,0
T20210005076,B,0
T20230004379,02,2
T20190015509,B,6
T20230014841,B,0
T20220018986,A,4
T20230030562,B,4
T20140020793,A,0
T20230010289,C,2
T20230011194,01,2
T20230011194,B,2
T20210006004,B,6
T20210006004,01,6
T20230025855,04,0
T20190002441,A,0
T20230026772,B,2
T20240005300,A,0
T20230029429,A,1
T20220018986,B,1
T20200011820,A,2
T20200000189,A,0
T20240016252,B,2
T20220011111,B,2
T20230021706,01,0
T20230023747,A,0
T20230023747,B,2
T20220016552,A,0
T20220016552,B,2
T20200011820,B,0
T20180013503,A,4
T20240010245,A,2
T20190004406,01,1
T20190004406,A,4
T20190004406,B,1
T20230013403,A,0
T20140023805,B,6
T20180022090,05,5
T20180022090,B,5
T20220010189,A,2
T20220010189,01,0
T20230000466,A,1
T20230000466,B,4
T20240015598,01,1
T20240015598,02,1
T20240015598,A,4
T20240015598,B,1
T20170003848,01,1
T20170003848,A,1
T20170003848,B,4
T20230001635,B,4
T20240011403,A,4
T20240009278,A,2
T20240009278,B,0
T20230025977,A,2
T20230025977,B,0
T20230030201,A,1
T20230015115,A,0
T20240012226,01,0
T20210021136,B,6
T20210023578,A,1
T20210023578,A,1
T20170001432,B,1
T20170001432,03,3
T20240006555,B,4
T20200023899,A,4
T20200023899,B,1
T20180007081,B,1
T20220017283,02,6
T20220017283,02,6
T20220011636,A,0
T20240000240,A,0
T20200022114,B,4
T20220002273,B,0
T20210018377,B,2
T20210026459,B,3
T20210013625,01,0
T20220009344,B,2
T20190018350,B,6
T20230024152,01,2
T20230024152,A,0
T20210018884,01,6
T20210003091,B,4
T20210003664,01,4
T20190026021,A,1
T20210009476,A,4
T20220009804,A,2
T20200016733,B,4
T20220004309,02,1
T20230029644,02,4
T20190020687,A,0
T20220020311,B,6
T20240007943,B,0
T20180011867,A,6
T20210025739,02,0
T20210018884,A,6
T20220015631,B,4
T20220015631,A,1
T20240014098,B,4
T20240014098,A,1
T20240015165,B,2
T20240015165,A,0
T20240014236,B,1
T20240014236,A,4
T20240014412,B,2
T20240014412,A,0
T20240013999,01,3
T20240013999,A,3
T20240013856,A,1
T20240014648,B,2
T20230009816,A,2
T20230009816,B,0
T20220015181,A,4
T20210023973,A,4
T20210023973,B,6
T20240007841,A,0
T20240007841,B,2
T20230016851,A,2
T20210000145,B,2
T20230025754,A,1
T20220019454,A,0
T20240006188,A,0
T20200010873,A,3
T20200010873,B,3
T20220013134,A,0
T20240008062,A,0
T20240008062,B,2
T20240003279,A,0
T20240009024,A,4
T20200004813,A,0
T20220019737,B,2
T20230017216,A,6
T20210020231,B,0
T20220006690,A,3
T20220006690,01,6
T20220006690,B,3
T20210020231,01,0
T20210020231,A,2
T20230014207,A,4
T20210018884,02,4
T20190024328,B,0
T20210009523,A,0
T20200008524,01,2
T20230024567,01,2
T20210013668,B,2
T20210017626,B,1
T20170023083,A,2
T20170023083,A,2
T20170023083,A,2
T20210000286,B,2
T20230021409,A,0
T20230003118,01,1
T20200009597,A,0
T20210015381,A,4
T20170015808,B,2
T20210014446,B,2
T20210004722,B,6
T20170006323,A,4
T20210015140,A,1
T20220017634,B,0
T20220017634,B,0
T20220002147,B,0
T20230002732,A,0
T20210012728,01,0
T20220017778,A,0
T20240008267,A,0
T20210014406,B,0
T20210010240,A,0
T20180022607,A,0
T20180010991,A,1
T20240006555,01,6
T20240005740,A,0
T20230007334,A,1
T20230009646,B,4
T20240014921,A,0
T20240014921,B,2
T20240008008,A,5
T20210005646,02,0
T20240014763,01,6
T20240008558,A,2
T20240025620,A,2
T20240015449,B,1
T20240014639,A,2
T20240019778,A,0
T20240019778,B,2
T20240019778,01,0
T20240019778,02,2
T20220025498,B,6
T20240012895,A,0
T20240012895,B,0
T20240015763,A,2
T20220016312,B,4
T20230028361,02,1
T20240002635,B,2
T20240005520,A,0
T20190004172,A,4
T20240017507,A,2
T20170001432,02,3
T20170001432,A,1
T20230015496,A,2
T20210017090,A,0
T20210017090,B,2
T20240014729,B,4
T20210017807,B,1
T20210017807,02,1
T20210017807,A,4
T20210017807,01,1
T20220002483,B,4
T20220002483,A,1
T20210010617,01,4
T20240009385,A,3
T20240009385,B,3
T20240009360,A,1
T20240009349,B,4
T20240009349,A,1
T20240009194,B,2
T20240009194,A,0
T20240009438,A,4
T20240009438,B,1
T20210007649,02,6
T20180022607,B,0
T20210018500,B,2
T20210010240,B,2
T20180007250,B,2
T20210011714,A,0
T20200022101,A,2
T20190024599,A,0
T20190024599,B,2
T20220007735,A,2
T20200012906,A,4
T20200013787,01,0
T20220007538,01,2
T20210014428,B,2
T20220007538,A,2
T20220016168,A,0
T20150022653,01,0
T20150022653,B,0
T20150022653,A,2
T20190002133,02,3
T20210010954,A,4
T20230019445,B,2
T20220017503,B,4
T20230013010,A,0
T20210012916,A,2
T20230006714,01,0
T20200020441,A,1
T20210006297,B,3
T20180005970,B,1
T20210014826,B,0
T20210012537,02,0
T20210012537,A,0
T20210012217,A,2
T20180005970,A,1
T20210019044,A,4
T20210009534,01,6
T20210009534,A,1
T20210006306,B,2
T20240009343,06,0
T20240009343,B,2
T20240009343,01,0
T20240009343,02,0
T20240009343,03,0
T20240009343,04,0
T20240009343,05,0
T20240009343,A,2
T20240009121,03,6
T20240009121,A,3
T20240009121,B,6
T20240009121,01,3
T20240009121,02,6
T20240009187,A,2
T20240009044,A,4
T20240010205,01,0
T20240010205,A,0
T20240010205,B,2
T20240009263,A,1
T20240009714,B,1
T20240009714,A,4
T20240008584,A,1
T20220013519,B,2
T20200020542,A,0
T20200020542,01,2
T20200020542,B,0
T20230016859,01,3
T20230016859,01,3
T20230016859,B,3
T20230016859,B,3
T20230012689,01,0
T20230012689,B,2
T20230012689,A,2
T20230021654,02,3
T20230021654,B,3
T20240009441,A,0
T20210006306,A,0
T20210017720,B,2
T20180007964,01,4
T20210013668,A,0
T20190007267,B,4
T20190005815,01,0
T20210009523,B,2
T20200016988,B,4
T20200016988,B,4
T20180020346,B,2
T20150026454,B,0
T20150026454,A,2
T20170021494,B,1
T20220001917,B,2
T20220001917,A,2
T20220001917,01,0
T20170022173,01,3
T20160004961,A,0
T20160004961,B,0
T20170022173,02,3
T20200002687,A,0
T20210012129,A,0
T20210012505,B,2
T20210012505,A,0
T20210005530,B,2
T20210018441,A,0
T20210009918,01,2
T20210009918,A,2
T20210009918,B,0
T20210001245,B,0
T20210002004,B,0
T20240010553,B,2
T20240010553,A,0
T20240009573,B,2
T20240009573,A,0
T20240008986,01,2
T20240008986,A,2
T20240008986,B,0
T20240012554,A,1
T20240008686,A,2
T20240008686,B,0
T20240004545,B,3
T20240002595,01,4
T20240002595,A,1
T20240011674,B,0
T20230003898,01,0
T20230003898,A,0
T20230003898,B,2
T20230022391,03,2
T20230022391,04,0
T20230022391,B,2
T20230022391,01,0
T20230022391,02,2
T20230022391,A,0
T20240009022,01,2
T20240009022,02,2
T20240009022,04,0
T20240009022,A,0
T20240009022,B,0
T20240009022,03,2
T20240009406,A,2
T20240009406,B,0
T20240009108,B,4
T20240009108,A,1
T20240009108,01,1
T20240009369,B,4
T20240009369,01,1
T20190017285,A,0
T20200001650,B,0
T20200001650,B,0
T20200008381,B,2
T20210012776,A,0
T20210012776,B,2
T20210010880,02,1
T20190026264,A,1
T20210009337,A,2
T20230029026,A,1
T20220006948,A,2
T20190020569,B,1
T20220025840,A,0
T20230002339,A,0
T20210017191,A,4
T20210004293,A,1
T20190020528,A,2
T20210011896,B,0
T20220015906,01,0
T20210018254,A,0
T20240004921,B,2
T20230024115,A,0
T20210022197,01,2
T20200023870,A,2
T20210015277,A,1
T20190019601,B,0
T20190019601,01,2
T20220009657,B,1
T20220021978,A,1
T20160019079,01,3
T20160019079,A,3
T20240009369,A,1
T20240010471,02,1
T20240007301,A,0
T20230027538,B,2
T20230025320,A,1
T20230025320,B,4
T20210020468,A,0
T20240027180,A,2
T20240013847,A,4
T20240013847,B,1
T20210015408,01,2
T20230000660,A,4
T20180016779,A,2
T20180016779,B,0
T20240016310,B,4
T20240010467,B,4
T20240010467,A,6
T20220026613,A,6
T20240010743,A,1
T20240010466,B,4
T20210024477,03,1
T20240008856,A,0
T20230005580,B,2
T20240006847,01,0
T20240007064,B,2
T20240002783,B,0
T20240001840,A,2
T20140024961,A,0
T20210017029,A,2
T20210012603,B,3
T20170001756,01,6
T20170017832,B,3
T20170017832,A,3
T20140014638,A,2
T20210019235,B,2
T20210005379,A,0
T20200022114,A,1
T20200022851,B,4
T20210019675,A,0
T20210008932,02,3
T20210008932,A,6
T20210008932,01,1
T20210008932,B,6
T20210008932,03,3
T20210010000,01,2
T20210010000,B,0
T20210013928,01,2
T20200012299,A,2
T20210015974,B,0
T20210024153,A,0
T20140016283,B,0
T20210011789,A,2
T20210011789,B,0
T20200004823,01,0
T20210011883,A,2
T20210011883,01,2
T20210011883,B,2
T20210011883,02,0
T20220002456,A,0
T20240001840,B,0
T20220016450,B,4
T20220016450,A,1
T20210024199,A,2
T20240009065,A,0
T20240010803,A,0
T20230018048,B,6
T20230018048,02,3
T20230021319,B,2
T20230021319,A,0
T20230028566,B,2
T20230028566,A,0
T20230010395,A,1
T20230010395,B,4
T20240006735,A,4
T20240006735,B,1
T20240012883,B,1
T20240012883,A,4
T20230001179,B,0
T20230001179,A,2
T20220008844,B,2
T20220008844,A,0
T20240001975,A,4
T20240001975,B,1
T20240012268,B,0
T20240012268,A,2
T20180013743,B,2
T20240014249,A,4
T20210010692,B,3
T20200006052,A,4
T20240014002,B,2
T20240014002,A,0
T20240014095,A,4
T20240005395,A,1
T20240011605,01,1
T20170001228,A,1
T20240014095,B,6
T20240008394,02,2
T20240012576,A,1
T20190005646,B,1
T20190005646,B,1
T20210024351,B,1
T20240000847,A,4
T20240005423,01,3
T20240005423,02,1
T20240005423,B,1
T20240013682,B,2
T20230028953,B,0
T20230028953,A,2
T20240013682,A,0
T20240011403,B,1
T20240000204,A,1
T20240000204,02,6
T20240013462,A,4
T20240013521,A,3
T20240013521,B,3
T20230029274,A,2
T20230012811,A,0
T20220003406,B,4
T20210003687,A,0
T20220003406,A,1
T20240009782,B,6
T20230029359,A,0
T20230029359,B,2
T20180020282,A,6
T20230028800,02,1
T20180020282,07,6
T20210007001,B,2
T20210003662,01,1
T20120012284,A,2
T20120012284,B,0
T20210003662,A,1
T20210003662,B,4
T20210011397,A,0
T20210019692,B,2
T20200016244,02,1
T20230010283,A,0
T20210019692,A,0
T20210018712,A,0
T20210009489,A,0
T20210013471,A,0
T20190007365,01,2
T20190007365,02,2
T20180015499,A,0
T20180015499,B,2
T20220001567,B,2
T20190021042,A,4
T20230029537,01,2
T20180022199,02,2
T20180022199,A,0
T20180022199,B,2
T20180022199,01,2
T20180023049,A,0
T20180023049,B,2
T20190017073,B,0
T20190017073,A,2
T20190008744,B,1
T20190001215,01,4
T20190001215,A,1
T20190000635,A,1
T20190000635,B,1
T20190008612,A,3
T20190008612,B,3
T20190008612,01,1
T20190001764,B,4
T20190001764,B,4
T20180017413,A,1
T20190007195,A,1
T20220009875,A,2
T20220004923,B,2
T20220019902,A,0
T20230012137,01,6
T20190006849,A,1
T20190006849,B,1
T20190004165,01,0
T20190004165,A,2
T20190004165,B,2
T20190003891,B,4
T20190003891,A,1
T20190008784,A,1
T20180024278,A,6
T20180024278,B,6
T20180024278,01,4
T20180024278,02,6
T20180009634,A,0
T20180009634,B,2
T20210014971,B,1
T20220016163,B,1
T20220016163,A,4
T20120011626,A,3
T20120012122,A,2
T20120016637,A,2
T20230013851,01,3
T20230012342,B,1
T20230015374,A,1
T20230015374,B,4
T20230030235,01,1
T20220002740,01,2
T20220002740,A,2
T20220002740,B,0
T20240011544,B,2
T20240011153,B,2
T20240011153,01,2
T20240011153,02,0
T20240007176,B,2
T20180023035,01,3
T20230003382,04,4
T20230003382,A,6
T20230003382,B,6
T20230003382,02,1
T20230003382,01,1
T20210022217,B,2
T20240010519,A,2
T20240010519,B,0
T20220029796,A,6
T20190022517,A,4
T20230027561,B,0
T20230027561,A,2
T20240009171,A,0
T20200014239,A,4
T20240012016,05,5
T20240013507,B,1
T20240014693,A,2
T20240014693,B,0
T20240014693,01,2
T20230026504,01,0
T20230026504,A,0
T20230026504,B,0
T20230010544,A,2
T20230010544,B,0
T20230023716,B,0
T20230023716,A,2
T20240015722,A,1
T20240015722,B,1
T20240015722,01,4
T20150005979,B,0
T20150005979,A,2
T20220004838,B,0
T20220004838,01,0
T20240013626,A,1
T20240013626,01,6
T20240013626,B,4
T20220004838,03,0
T20220004838,A,2
T20220004838,02,0
T20220004597,B,1
T20220004597,A,4
T20240014973,A,2
T20240015189,A,0
T20230020039,01,3
T20240013584,B,1
T20240013584,A,4
T20240010845,02,0
T20240010845,B,2
T20240010845,A,2
T20240013618,A,6
T20240001776,A,2
T20210013904,B,2
T20220028110,A,2
T20210019795,B,2
T20210024625,A,0
T20210019675,B,2
T20210014703,A,1
T20210014703,B,4
T20210014824,A,4
T20210018550,A,1
T20220018819,A,0
T20190024205,02,6
T20210015258,02,2
T20210014006,01,2
T20210014006,B,0
T20210014006,A,2
T20130002839,01,0
T20130001939,B,0
T20130001939,A,2
T20240010949,A,1
T20210014084,B,2
T20210023814,A,0
T20210014132,01,2
T20210014132,02,2
T20210014132,A,2
T20210014132,B,0
T20210010313,B,2
T20190009023,A,2
T20190009023,B,0
T20190009732,01,4
T20150022090,A,1
T20150022090,B,4
T20150022090,01,1
T20200007377,A,1
T20130018726,A,4
T20130018726,A,4
T20150022169,A,0
T20190002949,A,4
T20180013687,A,1
T20230011798,A,2
T20230026151,B,1
T20220021584,B,1
T20140003831,B,1
T20140012385,A,0
T20190009732,02,6
T20210009517,02,2
T20160016010,B,2
T20190018115,01,3
T20190013376,A,0
T20120026881,A,0
T20190013376,B,2
T20190016589,B,0
T20190016589,A,2
T20230022410,A,1
T20190025776,B,2
T20240021773,B,2
T20190018147,B,0
T20190018147,A,2
T20190008343,A,1
T20200004641,A,0
T20190015943,A,0
T20190015943,B,2
T20170007313,A,0
T20190023810,B,2
T20240012016,06,5
T20240012016,A,5
T20240012016,B,5
T20240012016,01,5
T20240012016,03,5
T20180021940,01,4
T20230025080,A,1
T20240012204,B,3
T20240006395,B,0
T20240013231,B,4
T20240013231,A,1
T20240013432,B,6
T20240009292,B,0
T20240009292,A,2
T20240012138,A,0
T20240013255,A,0
T20240009514,01,2
T20240009514,02,2
T20240009514,A,0
T20240009514,B,2
T20230019508,01,6
T20240008923,B,1
T20240012796,A,6
T20240016507,B,2
T20240016507,A,0
T20230019630,01,6
T20230019630,A,4
T20230019630,B,6
T20230009527,B,2
T20240012313,01,3
T20240012313,A,3
T20240012313,B,1
T20240012313,02,1
T20240012318,A,2
T20240012251,A,2
T20240012251,B,0
T20240012240,B,1
T20190011048,A,0
T20200002662,01,2
T20200013438,B,2
T20120022406,A,0
T20120022406,B,2
T20180004335,B,6
T20140009311,A,4
T20140006521,B,0
T20140006521,A,2
T20140024036,A,2
T20140024036,B,0
T20140018111,01,6
T20140018111,A,4
T20140018111,B,1
T20140026234,A,0
T20140026234,B,2
T20140026234,01,0
T20150000505,B,0
T20240012309,A,2
T20240012240,A,1
T20230009527,01,0
T20230009527,A,0
T20240006891,A,2
T20180016179,B,2
T20240006891,B,2
T20240008954,A,4
T20240014187,B,0
T20240011967,B,1
T20240011624,B,2
T20240011624,01,0
T20240011624,02,2
T20240011624,A,0
T20240011749,B,1
T20240011718,A,1
T20240012094,A,6
T20240012029,A,4
T20240011456,A,0
T20240011835,B,1
T20240011398,01,6
T20240011553,A,4
T20240011553,B,6
T20240000128,A,4
T20240017254,A,0
T20240007301,B,0
T20230029205,A,6
T20230029205,B,4
T20240000128,B,1
T20240010951,A,1
T20240016810,A,2
T20240015760,A,0
T20240015760,B,2
T20240016179,B,0
T20240017539,A,2
T20240017539,B,0
T20240012808,A,2
T20240014787,A,4
T20240015624,A,0
T20240015061,01,2
T20240015061,B,0
T20240015061,A,2
T20240017563,A,0
T20240014284,B,2
T20240014284,A,0
T20240016700,A,2
T20240016700,01,0
T20240012465,B,2
T20240010951,B,4
T20240010951,01,1
T20240011528,B,4
T20240011528,A,1
T20240011503,B,2
T20240011503,A,0
T20240001445,A,6
T20240001445,B,4
T20240013275,02,0
T20230000880,A,1
T20230000880,B,4
T20240011835,A,3
T20240012062,01,0
T20240012062,02,2
T20240011092,A,4
T20240011092,01,1
T20240011092,B,1
T20240011075,A,1
T20240011075,B,1
T20240011075,01,4
T20240011030,02,2
T20240011030,A,2
T20240011030,01,2
T20240011030,B,0
T20240011992,B,0
T20240011992,A,2
T20240011112,A,2
T20240011112,B,0
T20240011112,01,2
T20230029234,A,3
T20230004425,01,0
T20230004425,A,2
T20230004425,B,2
T20240013574,B,1
T20240013574,A,4
T20240011945,01,4
T20240011945,A,6
T20240011945,B,1
T20240011229,A,2
T20240011229,B,0
T20240011229,01,0
T20220020785,A,0
T20220020785,B,2
T20230028210,A,4
T20220009188,A,4
T20220009188,B,1
T20240013061,A,0
T20240013061,B,2
T20240002926,01,0
T20240002926,B,2
T20240002926,A,0
T20240014674,B,2
T20240014674,01,0
T20240014674,A,0
T20240011197,A,2
T20240014979,A,0
T20240015407,A,0
T20240015407,B,2
T20240011849,A,2
T20240011849,B,0
T20240015582,01,2
T20240015582,A,0
T20240006898,A,2
T20240006898,B,0
T20240015119,01,2
T20240015119,A,0
T20240015119,B,2
T20210013829,A,0
T20200023897,B,4
T20180014722,01,3
T20240011414,A,2
T20230028902,A,0
T20190014718,A,3
T20230019783,B,1
T20220024879,B,1
T20220024879,A,4
T20240011137,A,2
T20220006482,A,0
T20220006482,B,0
T20220006408,A,4
T20220006408,B,1
T20230028415,01,0
T20230028415,A,0
T20230028415,B,0
T20240002661,01,0
T20240002661,B,2
T20240002661,A,0
T20120011958,01,6
T20120011958,A,4
T20120011958,B,1
T20190003074,A,3
T20210023351,B,1
T20190025700,B,1
T20230020239,B,4
T20230012429,A,2
T20230012429,B,0
T20230020991,B,1
T20230020991,A,4
T20210021296,B,1
T20230027907,A,1
T20230010268,B,1
T20210014448,A,3
T20210014448,B,3
T20240013439,01,1
T20230029965,A,2
T20240012131,B,1
T20220007214,A,4
T20220007214,B,1
T20240012216,A,1
T20240014337,A,2
T20240014337,B,0
T20240012154,A,2
T20240012154,B,0
T20210015408,B,0
T20180016179,A,0
T20210021664,A,4
T20200013408,A,1
T20230014972,A,1
T20190010725,01,2
T20190010725,A,2
T20190010725,B,0
T20240006891,02,0
T20240003853,01,3
T20240003853,B,3
T20240003853,A,3
T20190023810,A,0
T20150021692,A,4
T20150005548,A,2
T20150005548,B,0
T20150020462,A,2
T20150020462,01,2
T20150020462,B,0
T20150020462,03,2
T20150020462,02,0
T20150004858,B,2
T20150004858,A,0
T20190015305,A,2
T20160000850,03,1
T20150020761,B,1
T20150020761,A,4
T20160003846,A,2
T20160003846,B,0
T20160007197,A,0
T20160007197,B,2
T20160008507,A,0
T20160008507,B,2
T20160004720,A,0
T20230011588,B,6
T20150023967,A,0
T20150023967,B,2
T20150024319,A,0
T20150024319,B,2
T20160000740,A,0
T20160000740,03,0
T20160000740,01,0
T20160000740,B,2
T20160000740,02,0
T20160014523,A,2
T20160014523,B,2
T20180000446,A,1
T20190021515,B,0
T20160025242,B,1
T20160025242,01,4
T20190022541,B,1
T20210002870,A,0
T20170013258,A,6
T20170013258,B,4
T20190010033,B,0
T20210006537,B,2
T20190012543,A,2
T20160025242,A,1
T20160026254,B,6
T20160026254,02,1
T20170004850,B,0
T20190020024,01,0
T20180007276,B,4
T20190018686,B,2
T20190018686,A,0
T20160027863,A,0
T20230015721,B,2
T20240002707,A,1
T20240005115,B,1
T20210009920,B,0
T20230016755,B,2
T20230016755,A,0
T20180016102,A,0
T20240016144,01,1
T20240016144,B,4
T20240015692,B,1
T20240015692,A,4
T20230029959,B,1
T20230029959,A,4
T20240012138,B,2
T20220019913,B,1
T20220019913,A,4
T20200010063,B,6
T20200010063,A,4
T20210022005,02,2
T20210022005,03,2
T20210022005,A,0
T20210022005,B,0
T20210022005,01,2
T20190021355,02,6
T20190021355,A,3
T20190021355,01,3
T20190009657,01,0
T20190009657,A,0
T20190009657,B,2
T20220000001,B,1
T20190003074,03,3
T20210010692,A,6
T20240015774,03,0
T20240015774,B,0
T20240015774,02,0
T20200018134,A,0
T20200003887,A,4
T20190009954,02,3
T20190009954,B,3
T20200010698,02,2
T20200010698,A,2
T20190017998,A,2
T20210005125,B,0
T20170001756,A,4
T20140014142,A,0
T20200023297,A,4
T20230029414,B,6
T20190010009,B,1
T20190010009,A,1
T20190010009,01,4
T20190008854,B,2
T20190008854,02,2
T20160020922,A,0
T20190011535,A,2
T20190014377,A,0
T20190016992,B,2
T20190016992,A,0
T20230006217,A,0
T20190018509,A,0
T20240015511,B,0
T20240011697,B,2
T20240005824,B,2
T20240026339,A,0
T20200005703,B,6
T20240001062,B,6
T20170016624,B,0
T20230011453,03,5
T20240011923,A,2
T20250000749,A,2
T20250000749,B,0
T20240005897,A,0
T20230009521,C,1
T20240023225,A,0
T20240023225,B,2
T20200006028,B,0
T20230010269,A,0
T20240011799,B,2
T20240011799,A,0
T20240007185,B,1
T20240007185,A,1
T20240007185,01,4
T20240005825,A,2
T20240031219,B,2
T20240031219,A,0
T20220027723,B,0
T20120019772,A,2
T20220000143,A,0
T20170015017,A,2
T20140000170,A,4
T20210002848,01,0
T20210021815,01,2
T20210004652,A,0
T20210004652,B,2
T20200019760,A,4
T20160023483,02,1
T20160023483,A,3
T20160023483,B,3
T20210017094,B,0
T20210017094,A,2
T20200019760,B,1
T20210013564,A,2
T20210013564,B,0
T20200019880,B,4
T20200019880,A,1
T20200019643,B,1
T20210013672,B,2
T20210013672,A,0
T20200019645,B,1
T20200019645,A,4
T20200019523,A,4
T20220024190,A,2
T20220024190,B,2
T20220024190,01,0
T20210004824,B,2
T20210004824,A,0
T20200004508,A,0
T20200004508,B,0
T20200006756,A,6
T20200006756,B,4
T20200006789,A,2
T20220025317,A,4
T20220025317,B,1
T20200006789,B,0
T20190022046,A,0
T20190022046,B,0
T20210021701,B,0
T20210006438,B,0
T20210006438,A,2
T20210006933,A,2
T20210006933,B,0
T20180020419,B,2
T20210011695,02,0
T20180018819,01,4
T20180018819,B,6
T20210016330,01,1
T20210016330,01,1
T20210016330,A,4
T20210016330,A,4
T20140000170,B,1
T20140000170,02,1
T20210006783,A,0
T20210006552,A,4
T20210001107,01,0
T20210016321,01,0
T20210016321,A,0
T20230007671,A,0
T20210006305,01,5
T20210006305,02,5
T20180011795,B,2
T20210024014,B,2
T20210024014,01,0
T20220002569,02,6
T20210016184,A,2
T20210017619,A,2
T20210017619,B,0
T20190006841,A,1
T20210022489,B,2
T20210018135,B,2
T20210018135,01,0
T20210016453,B,2
T20210016453,A,0
T20190003102,A,2
T20230009632,B,0
T20210014788,01,2
T20210014788,02,0
T20210014788,A,0
T20210014788,B,2
T20140014638,B,0
T20210013650,A,2
T20240011223,B,0
T20230018012,A,0
T20230018012,B,0
T20240015785,A,1
T20240015785,B,4
