ACCIDENT_NO,PERSON_ID,cluster
T20160014529,A,0
T20180007129,A,0
T20160018483,B,2
T20160018483,A,0
T20160015344,A,4
T20160004113,A,0
T20160004113,B,2
T20160017467,B,2
T20160019165,A,4
T20160019165,B,1
T20160019066,01,1
T20160019066,02,1
T20160019066,A,1
T20160019066,B,6
T20160016619,A,4
T20160017282,A,0
T20160017282,B,2
T20150026031,B,2
T20150026031,A,0
T20160004190,B,2
T20160019024,01,2
T20160019024,02,2
T20160019024,A,2
T20160019024,B,0
T20160019150,A,0
T20150023210,B,0
T20160006526,01,0
T20160006526,A,0
T20160006526,B,0
T20220003132,01,4
T20160021495,01,2
T20160021495,02,2
T20160021495,A,2
T20160021495,B,0
T20160023568,A,0
T20160023568,B,2
T20160023320,A,2
T20160023320,B,0
T20160022487,A,0
T20160022487,B,2
T20160023364,01,3
T20160023364,02,6
T20160023364,03,6
T20160023364,A,3
T20160023364,B,1
T20160023584,A,0
T20160023584,B,2
T20160022405,A,3
T20160023325,A,2
T20160023325,B,0
T20120025968,A,2
T20120025968,B,0
T20120025968,01,2
T20160020402,01,2
T20160020402,A,0
T20160020402,B,2
T20160023544,A,0
T20160023544,B,2
T20160013129,A,2
T20160023539,B,0
T20160023539,01,0
T20160023539,A,0
T20160005955,A,4
T20160005955,B,1
T20220021730,B,0
T20220025130,A,2
T20160005256,A,4
T20160005256,B,1
T20160002263,A,2
T20160002789,A,2
T20160002789,B,0
T20160006400,A,0
T20160006400,B,2
T20160001144,03,0
T20160000977,B,2
T20160004895,A,2
T20160006384,A,2
T20160006507,A,1
T20160006507,B,6
T20160006491,B,6
T20160006491,01,3
T20160006491,A,3
T20160004569,B,1
T20160004569,A,4
T20160006531,A,2
T20160006531,B,0
T20160006477,B,2
T20160006477,A,0
T20160006010,01,2
T20160006010,A,2
T20160006010,B,0
T20160006050,A,0
T20200023057,01,0
T20190021566,A,0
T20220003883,A,0
T20220003883,01,0
T20220023709,A,2
T20200022321,A,2
T20230024003,B,1
T20200021700,B,2
T20200022321,01,2
T20180008220,A,4
T20190017957,A,2
T20200004975,A,4
T20200002747,A,2
T20200022317,01,1
T20190017999,A,3
T20160028078,A,0
T20230025776,01,2
T20200020835,C,2
T20190022738,A,0
T20190010155,A,0
T20220008275,B,2
T20190015738,A,4
T20200016073,A,2
T20210003005,B,2
T20200004797,B,2
T20170016097,03,6
T20190026012,B,2
T20200008598,B,0
T20160009555,B,0
T20220004221,B,0
T20200004975,B,6
T20210005494,01,0
T20210003005,01,0
T20200003064,A,6
T20190005314,01,0
T20190026012,A,0
T20230023768,A,4
T20200000910,B,2
T20190025620,A,0
T20190018329,B,2
T20160022599,01,0
T20160022599,A,0
T20160022599,B,2
T20160025176,A,0
T20160025176,B,2
T20220019496,A,1
T20170018533,04,5
T20240002495,A,2
T20160019992,A,4
T20190020174,B,2
T20160000838,A,2
T20240014304,A,0
T20210015653,A,0
T20160027681,A,4
T20160027681,B,1
T20170000191,A,2
T20170000191,B,0
T20170000191,02,2
T20190018622,A,0
T20190023009,B,6
T20190023009,01,4
T20190009259,B,2
T20160010594,A,0
T20160010594,B,2
T20160008046,01,1
T20160008046,02,6
T20160008046,A,4
T20160008046,B,1
T20160010919,A,0
T20160006361,A,0
T20160010291,B,1
T20160010291,B,1
T20160010291,A,4
T20160010291,A,4
T20160007871,01,2
T20160007871,02,2
T20160007871,A,2
T20160007871,B,0
T20160010885,A,1
T20160010885,B,1
T20160008479,A,0
T20160008479,B,2
T20160008212,B,2
T20200016609,A,1
T20160009840,01,0
T20160009840,A,2
T20160009840,B,0
T20160010946,A,2
T20160010946,B,0
T20160014315,B,2
T20160012559,01,2
T20160012559,A,0
T20160014034,B,2
T20160014034,A,0
T20190010110,B,4
T20230023943,B,0
T20160014491,01,1
T20160014491,02,1
T20160014491,A,1
T20160014491,B,1
T20160014046,01,0
T20160014046,A,0
T20160014046,B,2
T20160014319,01,0
T20160014319,A,0
T20160014319,B,2
T20160013606,B,2
T20160013606,A,0
T20160014543,A,2
T20160014543,B,0
T20160014543,01,0
T20160014533,A,0
T20160014533,B,2
T20220025787,A,2
T20160014513,A,0
T20160014513,B,2
T20160014525,A,4
T20160014525,B,1
T20160014496,A,0
T20160014496,B,2
T20160012103,B,2
T20160012103,A,0
T20160014547,A,1
T20160014547,B,4
T20210015583,B,2
T20160017392,A,0
T20160016446,A,0
T20160016446,B,2
T20120015023,B,6
T20160016136,B,0
T20160018908,A,0
T20160018908,B,2
T20160019057,A,3
T20160019057,01,1
T20160019057,02,1
T20160019057,03,1
T20160019057,B,3
T20160019205,A,0
T20160019205,B,2
T20150026448,01,0
T20150026448,A,2
T20150026448,B,2
T20160019158,A,1
T20160019158,B,1
T20160019158,01,6
T20210003818,B,1
T20160019209,A,3
T20160019209,B,3
T20160019090,A,0
T20210003818,02,6
T20160018916,01,2
T20160018916,02,0
T20160018916,A,0
T20160018916,B,2
T20160010824,A,0
T20160010824,B,2
T20160023550,A,4
T20160023550,B,1
T20160023602,B,2
T20160023602,A,0
T20160022689,A,1
T20160023098,A,6
T20160023098,B,4
T20160023098,01,6
T20160022725,A,1
T20160022725,B,1
T20160023604,A,0
T20160023604,B,2
T20160022913,A,1
T20160022913,B,1
T20160022939,A,1
T20160023635,A,2
T20160023635,B,0
T20160023629,A,0
T20160023629,B,2
T20180023178,A,4
T20220022378,02,2
T20180018282,A,1
T20180013466,A,4
T20120025527,01,4
T20120027435,A,0
T20160023256,A,2
T20160023256,B,0
T20160020485,B,1
T20160020485,A,4
T20160022890,A,4
T20160022890,B,1
T20160023621,A,1
T20160023622,B,2
T20180019355,B,1
T20160023185,B,0
T20160022970,A,2
T20200000515,B,0
T20200000515,A,2
T20200011085,A,0
T20200004214,A,0
T20240007955,A,2
T20150003967,A,0
T20150003967,B,2
T20200003515,01,0
T20180017496,01,3
T20200003997,B,6
T20200004415,B,2
T20200003969,A,2
T20210002755,01,2
T20200015579,B,2
T20200022334,01,2
T20190023856,A,0
T20190023856,B,0
T20170005069,B,5
T20210000872,A,0
T20190021012,A,0
T20190021012,B,2
T20190005827,01,3
T20190005827,A,3
T20190005827,B,3
T20160024528,A,0
T20160024528,B,2
T20230019497,B,0
T20210019614,A,0
T20190016069,03,0
T20190013013,B,2
T20190013013,A,0
T20190013013,01,0
T20160006050,B,2
T20160004198,A,0
T20160004198,B,2
T20160003220,A,1
T20160003220,B,1
T20160006468,A,2
T20160006553,A,2
T20160006553,B,0
T20160006120,A,0
T20160006120,B,2
T20160006599,A,2
T20160006599,B,0
T20160005763,01,0
T20160005763,A,2
T20160005763,B,2
T20160006591,A,0
T20160006591,A,0
T20160006591,B,2
T20160006591,B,2
T20160006470,A,1
T20160006470,B,4
T20210020099,B,2
T20160006619,A,1
T20160006619,B,4
T20160006619,01,1
T20200003064,01,3
T20170000220,A,2
T20170000220,B,0
T20210009976,B,2
T20170000275,A,0
T20170000275,B,2
T20160024397,01,1
T20160024397,A,6
T20160024397,B,6
T20160025549,A,0
T20160025549,B,2
T20190023009,A,1
T20170000086,A,1
T20170000086,B,4
T20210004702,A,0
T20190003877,A,1
T20170000302,01,0
T20170000302,02,0
T20170000302,03,0
T20170000302,A,0
T20170000302,B,0
T20200000910,02,2
T20200001533,01,6
T20200001256,A,4
T20160028060,01,1
T20160028060,B,1
T20200001366,A,1
T20190003877,B,1
T20190005977,A,1
T20120010666,A,4
T20190005977,01,1
T20160025423,B,1
T20160025423,A,4
T20160015150,01,2
T20160015150,01,2
T20160015150,A,0
T20160015150,A,0
T20160028144,B,0
T20160028144,A,2
T20160028144,01,2
T20160019829,01,0
T20160019829,02,0
T20160019829,03,0
T20160019829,A,2
T20160019829,B,0
T20200007074,A,0
T20200000910,01,0
T20190020387,A,2
T20170024092,A,4
T20190020601,B,1
T20170001528,B,4
T20230009851,A,2
T20220008400,03,0
T20190009669,B,2
T20220016569,01,4
T20150016966,01,6
T20170016137,A,1
T20170016137,01,4
T20190010572,B,2
T20190010572,A,0
T20190011404,02,2
T20190010732,A,0
T20180006516,B,0
T20180006516,C,2
T20180006634,B,0
T20190009942,B,2
T20190009942,A,0
T20190005208,A,1
T20190018789,A,4
T20240008266,B,2
T20160010692,A,0
T20160010692,B,2
T20160010865,A,0
T20160010865,B,2
T20160010996,A,4
T20160009631,A,0
T20160010511,B,2
T20160005307,B,2
T20160005307,A,0
T20160010971,B,0
T20160010971,A,2
T20160010803,A,1
T20160010803,B,4
T20160010762,A,0
T20160011031,A,2
T20160011031,B,0
T20160010761,01,1
T20160010761,02,1
T20160010761,A,1
T20160010761,B,1
T20160010330,A,4
T20160010330,B,1
T20160010255,A,4
T20160010255,B,6
T20160010978,A,0
T20160010978,B,0
T20160011049,A,1
T20160011049,B,1
T20160009404,A,4
T20160009404,B,6
T20160010611,A,0
T20160010611,B,2
T20160009478,A,2
T20160009478,02,2
T20160009478,03,2
T20160009478,B,0
T20160009478,01,0
T20140023576,B,0
T20200013774,01,2
T20210018311,B,1
T20160019231,A,0
T20160019231,B,0
T20160016438,B,2
T20160016438,A,0
T20160016438,01,2
T20160019235,A,4
T20160019235,B,1
T20160019265,A,0
T20160019265,B,2
T20160019147,A,2
T20160019088,A,1
T20160019088,B,4
T20160019087,A,2
T20160019087,B,0
T20220016368,B,1
T20160015469,B,0
T20160015469,A,2
T20160015469,02,2
T20160015469,01,0
T20160019121,B,1
T20160019320,01,2
T20160019320,A,2
T20160019320,B,0
T20160014578,A,0
T20160014578,B,0
T20160013646,A,1
T20190007152,B,1
T20190007152,A,4
T20170010025,B,1
T20150024343,A,0
T20150024343,B,0
T20160015134,A,2
T20160009089,A,2
T20160009089,B,0
T20160014504,B,6
T20160014186,A,1
T20160014186,B,1
T20160006415,B,1
T20160011645,01,2
T20160011645,02,0
T20210025260,A,2
T20160014602,A,0
T20160014539,01,0
T20160014268,A,1
T20160014268,B,1
T20160012765,B,2
T20160022970,B,0
T20190014669,A,1
T20160023041,01,5
T20160023041,02,5
T20160023041,03,5
T20160023041,A,5
T20160023041,B,5
T20160022446,A,1
T20160022446,B,4
T20160023439,01,0
T20160023439,A,2
T20160023439,B,0
T20160023468,01,0
T20160023468,02,2
T20160023468,03,2
T20160023468,A,2
T20160023468,B,0
T20160023374,01,6
T20160023374,02,6
T20160023374,A,4
T20160023374,B,1
T20120027435,B,2
T20200017660,01,0
T20200017660,A,2
T20220028461,A,2
T20220028461,01,2
T20180007471,A,4
T20210017975,B,3
T20160012328,A,0
T20160012328,B,2
T20160023263,A,1
T20160023263,01,4
T20160023263,B,1
T20160023532,A,1
T20160023532,B,1
T20170000301,A,2
T20170000273,A,2
T20170000273,B,0
T20190008123,02,4
T20190008123,A,6
T20190008761,A,0
T20170000368,01,6
T20170000368,A,1
T20170000368,B,1
T20160025872,A,1
T20160025872,B,1
T20170000298,A,0
T20170004330,A,0
T20140004783,A,0
T20170000292,A,0
T20170000292,B,2
T20170000183,01,2
T20170000183,A,2
T20170000183,B,0
T20160026246,B,1
T20160026246,A,4
T20160028016,B,2
T20160026225,01,2
T20160026225,A,0
T20190008761,B,2
T20160027742,A,0
T20160027742,B,2
T20160026131,A,1
T20160026131,B,1
T20160011016,A,2
T20160011016,B,0
T20160011005,A,1
T20160011005,B,4
T20160009877,A,1
T20160010720,A,2
T20160010720,B,0
T20160010739,A,0
T20160010739,B,0
T20160006435,A,2
T20160007145,A,1
T20160008007,B,2
T20160008007,A,0
T20160009642,B,2
T20160009642,B,2
T20160011047,A,0
T20160011047,B,2
T20160011080,A,0
T20160011080,B,2
T20160007061,B,2
T20160007061,A,0
T20160011632,01,5
T20160009856,A,0
T20160009856,B,2
T20160008142,A,0
T20160008142,B,0
T20160012260,02,3
T20160012260,A,3
T20160012260,01,3
T20160012260,B,3
T20160012193,A,0
T20160014619,A,2
T20160014619,B,0
T20160012610,01,0
T20160014650,A,0
T20160014650,B,2
T20160001411,B,2
T20160001411,A,2
T20160001411,01,0
T20160014630,01,0
T20160014630,A,2
T20160014630,B,2
T20160014602,B,0
T20160011410,A,2
T20160014453,A,2
T20160014202,A,2
T20160014202,B,0
T20160014647,A,2
T20160014682,A,0
T20200009235,A,2
T20190006125,B,6
T20190007654,A,1
T20190001016,A,0
T20190001016,B,2
T20210006405,B,2
T20160021819,01,1
T20210015215,B,2
T20210008377,A,0
T20190009684,B,0
T20190013536,02,1
T20160004325,A,1
T20190010998,A,0
T20180013130,B,2
T20200003515,A,2
T20160020873,A,3
T20160020873,B,3
T20160020597,A,0
T20160020597,B,2
T20160014113,A,0
T20160014113,B,2
T20160020220,B,1
T20160020220,03,1
T20160021189,A,1
T20160021189,01,4
T20160021189,B,1
T20160026782,A,1
T20160022103,01,0
T20160022103,02,0
T20160022103,A,2
T20160022103,B,0
T20160023559,A,0
T20160023708,A,1
T20160023641,01,0
T20160023641,A,2
T20160023641,B,0
T20210015764,01,2
T20230025127,B,2
T20210009345,A,2
T20160023682,A,1
T20160023682,B,4
T20160018121,A,1
T20160023678,A,1
T20160015284,A,6
T20160015284,B,4
T20210012779,A,1
T20210012779,A,1
T20160021870,A,1
T20220011108,A,0
T20220011108,B,2
T20220011829,A,0
T20220011829,01,2
T20240004613,A,2
T20230025030,A,2
T20160023688,02,0
T20160023688,A,2
T20160023688,B,2
T20160006499,A,0
T20160006499,B,2
T20160006648,A,0
T20160006648,B,2
T20160006660,01,2
T20160006660,A,2
T20160005963,01,0
T20160005963,A,2
T20160005963,B,2
T20210010605,B,6
T20160006574,A,2
T20160006574,B,0
T20160006569,01,0
T20160006569,B,0
T20160005388,01,4
T20160005388,A,1
T20160005388,B,6
T20160005950,B,1
T20160006443,A,1
T20160006443,B,4
T20160006522,A,0
T20160006522,B,2
T20160002223,B,2
T20160002223,A,0
T20190015972,B,1
T20160006474,A,0
T20160004013,A,0
T20160004013,B,2
T20230002470,A,2
T20230009417,B,0
T20210006059,B,2
T20160006685,A,6
T20160006685,B,1
T20160001987,B,4
T20160017889,B,0
T20160012708,A,0
T20160012708,B,2
T20160019219,A,0
T20160019219,B,2
T20160019289,A,2
T20160019289,B,0
T20160017502,A,0
T20160017502,B,0
T20210014506,B,0
T20160018883,A,1
T20160018883,B,4
T20160018771,B,2
T20210003561,01,2
T20180012100,A,0
T20160019274,01,0
T20160019274,A,2
T20160019274,B,0
T20160019156,A,0
T20160019156,B,0
T20160019342,A,0
T20160019342,B,2
T20160019317,01,2
T20160019317,A,0
T20160019317,B,2
T20160019182,A,1
T20160019182,B,1
T20160016542,01,0
T20160016542,02,0
T20160016542,A,2
T20160016542,B,0
T20160009086,A,0
T20160009086,B,2
T20160018929,A,1
T20160018929,B,4
T20200022766,A,1
T20160027592,A,6
T20160027592,B,4
T20160024667,B,0
T20170000123,A,0
T20160018696,B,2
T20160018696,A,0
T20160028111,A,4
T20180007129,02,2
T20160028111,B,1
T20170000390,A,1
T20170000390,B,4
T20170000169,B,1
T20170000169,01,6
T20170000169,02,1
T20170000169,A,1
T20160024419,01,3
T20160024419,A,6
T20160024419,B,3
T20160019747,A,0
T20160019747,B,2
T20170000392,01,2
T20170000392,02,2
T20170000392,A,2
T20170000392,B,0
T20200005961,A,1
T20200011109,A,4
T20190023509,B,3
T20170000341,A,2
T20170000204,B,2
T20160010896,B,2
T20160009816,B,0
T20160009816,A,0
T20160004210,A,1
T20160004210,B,4
T20160010533,A,0
T20160010533,B,0
T20160010983,A,2
T20180017959,B,2
T20200016329,B,2
T20160011007,A,0
T20200021325,B,0
T20160011075,01,0
T20160011075,A,0
T20160011075,B,2
T20160009918,A,0
T20160010779,A,0
T20160010779,B,0
T20160014682,B,2
T20160013232,A,0
T20160005938,A,0
T20160005938,B,2
T20150019992,A,6
T20150019992,B,4
T20160013382,A,0
T20160013382,B,2
T20160014640,A,0
T20160014640,B,2
T20160011492,A,3
T20160011492,B,3
T20160010752,A,4
T20160010752,B,1
T20160008685,B,2
T20160008685,01,0
T20160008685,A,0
T20160014604,A,0
T20160014604,B,0
T20160002353,B,3
T20160002353,A,3
T20160014717,B,0
T20160014717,A,2
T20190020775,B,2
T20160009249,A,4
T20160009249,B,1
T20170013429,B,0
T20160008694,01,0
T20160008694,A,0
T20160008694,B,2
T20160005624,A,6
T20160005624,B,4
T20160005624,01,6
T20160005624,02,6
T20190018891,01,0
T20190018252,A,2
T20200008805,B,2
T20200011164,01,3
T20220022023,01,2
T20160021172,A,2
T20160021172,B,0
T20160019940,01,0
T20160019940,02,2
T20160019940,03,2
T20160019940,A,0
T20160019940,B,2
T20160020483,A,0
T20160020622,01,6
T20160020622,B,1
T20160021207,A,0
T20160019039,A,0
T20160021237,A,2
T20160020058,A,1
T20160020058,B,4
T20190022640,B,4
T20160021049,A,2
T20160021049,B,0
T20160021021,A,4
T20160021021,B,1
T20160020063,B,1
T20160020667,A,0
T20160020667,B,2
T20160021143,01,0
T20160021143,A,2
T20160021143,B,2
T20160021256,A,2
T20160021112,A,2
T20160021005,B,2
T20160021005,A,0
T20190023085,B,1
T20190020718,A,0
T20120011239,01,1
T20160007251,B,4
T20200001776,B,1
T20190020400,A,1
T20190020400,A,1
T20180008517,A,1
T20190019437,B,2
T20210002227,01,0
T20200023375,A,0
T20230021018,B,2
T20200013190,02,0
T20190003736,C,1
T20210004795,A,2
T20200013152,B,0
T20200006301,01,2
T20200006301,A,2
T20200006301,B,0
T20200008788,A,0
T20200007074,B,2
T20210008470,A,2
T20210008470,B,0
T20230018642,B,2
T20190010241,A,0
T20200004777,B,1
T20190023447,A,2
T20180019838,A,1
T20190007092,B,3
T20200006313,A,4
T20200001342,A,2
T20200001342,B,0
T20200000558,B,0
T20210003677,A,0
T20190020454,B,2
T20170015591,A,2
T20160021733,B,1
T20200004777,01,6
T20160023640,A,0
T20160023640,B,2
T20160023657,01,0
T20160023657,A,0
T20160023657,B,2
T20160023711,A,0
T20160023711,B,2
T20210013926,A,6
T20210013926,B,4
T20220015665,B,0
T20220006684,B,0
T20240009641,A,0
T20230013531,B,0
T20220023177,A,6
T20170003157,01,2
T20160024552,A,0
T20160024552,B,2
T20220023177,B,4
T20160023367,A,0
T20160023739,A,2
T20160024895,B,2
T20160023796,A,4
T20160023796,B,1
T20160023294,A,0
T20160023790,A,0
T20160023790,B,2
T20160011626,A,0
T20160022968,A,6
T20160022968,B,1
T20160023705,A,2
T20160023705,B,0
T20160023490,A,1
T20160023490,A,1
T20160023490,B,4
T20160023490,B,4
T20160002013,A,0
T20160002013,B,2
T20160006520,A,0
T20150026126,B,2
T20150026126,A,0
T20160006556,01,1
T20160006556,A,1
T20160006556,B,4
T20210017333,A,2
T20160006188,B,1
T20160003009,A,0
T20160005911,B,2
T20160006738,A,0
T20160006738,B,2
T20160006691,A,0
T20160006691,B,2
T20160006765,A,1
T20160006765,B,1
T20160006764,A,0
T20160006764,B,2
T20160006442,A,0
T20160006442,B,0
T20210020618,B,6
T20210015232,A,0
T20210015232,01,0
T20160004042,A,0
T20160004042,B,2
T20160002456,A,4
T20160006711,A,2
T20160006711,B,0
T20160005881,A,2
T20160005881,B,0
T20160019383,A,1
T20160019383,B,1
T20210025073,B,2
T20220000735,A,2
T20160016996,A,2
T20160016996,B,0
T20160013477,A,0
T20160010689,01,2
T20160017206,A,0
T20160015964,A,3
T20160015964,B,3
T20160019245,B,0
T20160019245,A,0
T20160017789,01,1
T20160017789,A,1
T20160016687,A,2
T20120014420,B,4
T20160021428,01,1
T20160019080,A,4
T20160019080,B,1
T20160019131,A,1
T20160019131,B,4
T20160018922,01,3
T20160018922,A,1
T20160018922,B,3
T20160019351,01,3
T20160019351,A,1
T20160019351,B,3
T20160018019,01,6
T20160018019,A,1
T20160018019,B,6
T20160019428,01,0
T20160019428,A,2
T20160019428,B,2
T20160011632,A,5
T20160010747,A,0
T20160010747,B,0
T20160011174,B,2
T20120017509,B,2
T20160011249,01,0
T20160011249,A,0
T20160011249,B,0
T20160011249,02,0
T20160010711,01,1
T20160010711,A,1
T20160010378,A,2
T20160011048,A,1
T20160011048,B,4
T20160011137,01,0
T20160011137,A,2
T20160011137,B,2
T20160008401,A,4
T20160008401,B,1
T20160011135,A,1
T20160011135,B,1
T20160009116,01,0
T20160009116,A,2
T20160009116,B,2
T20160010614,01,6
T20160010614,02,1
T20160010614,A,4
T20160010614,B,1
T20160011028,A,1
T20160011028,B,1
T20160010918,01,2
T20160010918,A,2
T20160010786,A,2
T20160010786,B,0
T20160007649,A,0
T20160007649,B,2
T20160011034,01,4
T20160011034,02,1
T20160011034,A,1
T20160011034,B,6
T20160011148,A,2
T20160011148,B,0
T20160011144,B,3
T20160011144,01,1
T20160011144,02,1
T20160011144,03,3
T20160011144,A,1
T20170000204,A,0
T20170000372,01,6
T20170000372,A,4
T20170000372,B,6
T20170000372,02,6
T20170000372,03,6
T20160026887,B,0
T20160026887,A,2
T20160028038,A,0
T20160028038,A,0
T20160028038,B,0
T20160028038,B,0
T20160020647,A,0
T20180014482,A,0
T20160020616,B,2
T20160020616,A,0
T20210001817,A,1
T20170000431,01,1
T20170000431,02,1
T20170000431,A,6
T20170000431,B,1
T20170017794,A,1
T20160024960,A,0
T20170000411,01,0
T20170000411,02,2
T20170000411,03,2
T20170000411,A,0
T20170000411,B,2
T20160028068,02,1
T20160028068,A,1
T20160028068,B,1
T20160028068,01,6
T20160025079,A,1
T20160025079,B,1
T20160027955,A,0
T20160027955,B,2
T20160022718,B,1
T20120028405,A,3
T20190017110,A,2
T20120026031,A,4
T20160020442,A,0
T20160020442,B,2
T20160021270,B,0
T20160021730,A,2
T20160021164,A,2
T20170003096,A,0
T20170003096,B,2
T20160027464,A,2
T20160021098,A,0
T20160021098,B,0
T20190010338,B,2
T20190010338,01,0
T20160021351,A,3
T20160021351,B,3
T20160018579,A,1
T20160015563,01,0
T20160015563,A,2
T20160015563,B,2
T20160021110,A,0
T20160021319,A,1
T20160021207,B,2
T20190021233,A,0
T20190015937,B,0
T20190015937,A,2
T20190002774,B,2
T20190002774,A,0
T20140026627,B,2
T20160013232,B,2
T20190014428,A,1
T20190014505,A,4
T20190014505,B,1
T20160013561,02,4
T20160013561,A,1
T20160011151,B,2
T20160011151,A,0
T20160013929,A,2
T20160013929,B,0
T20160014679,A,4
T20160014679,B,1
T20160014255,A,0
T20160014255,B,2
T20160002212,01,6
T20160002212,A,4
T20160002212,B,1
T20160007195,A,0
T20160007195,B,2
T20160014200,B,0
T20160014200,01,2
T20160014200,02,2
T20160014200,A,0
T20160011263,A,2
T20160011263,01,0
T20160014773,A,2
T20160014773,01,2
T20160014773,B,0
T20160014628,A,1
T20160014628,B,1
T20160011780,A,0
T20160011780,B,2
T20160013041,A,2
T20160014141,A,1
T20160014141,B,1
T20220022910,B,0
T20160014792,B,2
T20200012843,A,0
T20160014775,A,1
T20160014775,B,4
T20190013130,A,1
T20200017338,B,1
T20210020683,A,1
T20210001926,A,0
T20210001448,B,6
T20190022516,A,4
T20230021273,01,2
T20190021907,A,3
T20190021907,B,3
T20190021907,02,3
T20190021907,01,3
T20190001268,A,4
T20190001268,B,6
T20230011264,B,0
T20230015891,A,3
T20190022280,A,3
T20190022280,01,3
T20190022280,02,3
T20190022280,06,3
T20230012784,02,0
T20190016144,01,3
T20200011751,A,4
T20200000408,B,4
T20220002637,01,2
T20200006598,B,2
T20190011859,B,1
T20190011859,A,1
T20220010317,A,3
T20210002090,A,0
T20230000710,A,1
T20200005971,A,0
T20200005971,B,2
T20200002798,A,2
T20180024206,A,4
T20210019256,A,0
T20160023788,B,0
T20160023788,A,0
T20160020814,A,1
T20160023166,A,0
T20160023166,B,2
T20220003223,01,6
T20160021017,A,0
T20160021017,B,2
T20160022463,A,0
T20160022463,B,2
T20160023803,A,4
T20160023803,B,1
T20160023719,A,0
T20160023719,B,2
T20160013287,A,2
T20160013287,B,0
T20210003472,A,0
T20160018190,B,2
T20160015999,01,0
T20160015999,A,0
T20160015999,B,2
T20160023852,01,1
T20160023852,A,1
T20160023852,B,1
T20160004809,01,3
T20160004809,B,3
T20160004809,A,1
T20150026687,A,4
T20150026687,B,1
T20220026821,B,2
T20200001414,B,1
T20220014053,A,0
T20160006603,A,0
T20160006452,01,2
T20160006797,B,1
T20160006797,A,4
T20160004631,01,0
T20160004631,A,0
T20160004631,B,2
T20160006497,B,2
T20160006497,A,0
T20200011067,B,3
T20160005899,01,0
T20160005899,A,2
T20160005899,B,0
T20160006643,A,4
T20160006643,B,1
T20160005976,A,2
T20160006833,B,1
T20160006837,01,2
T20160006837,02,2
T20160006837,03,2
T20160006837,04,0
T20160006837,05,0
T20160006837,06,0
T20160006837,07,0
T20160006837,A,0
T20160006837,B,0
T20160021730,B,2
T20160016304,B,1
T20160016460,B,2
T20160014495,A,0
T20160014495,B,2
T20160019278,01,2
T20160019278,02,0
T20160019278,B,2
T20160019278,C,2
T20160019188,A,1
T20160019188,B,1
T20160018769,01,1
T20160018769,03,1
T20160018769,A,6
T20160018769,02,1
T20160019426,A,1
T20160019426,B,4
T20160017395,A,2
T20160017395,A,2
T20160017395,B,0
T20160017395,B,0
T20160018547,A,2
T20160018547,B,0
T20160018421,A,0
T20160018673,A,4
T20160018673,B,1
T20160018700,01,0
T20160018700,02,0
T20160018700,03,0
T20160018700,A,0
T20160018700,B,2
T20160019189,A,1
T20160019189,B,4
T20160017918,01,2
T20160017918,02,2
T20160017918,A,0
T20160017918,B,2
T20160005507,A,4
T20160005507,B,1
T20160010451,B,2
T20160010957,A,2
T20160010585,01,1
T20160010585,A,1
T20160010585,B,1
T20160010585,02,6
T20160010585,03,4
T20160010421,A,2
T20160010421,B,0
T20160009918,B,2
T20160008173,B,5
T20160008173,01,5
T20160008173,02,5
T20160008173,A,5
T20160010703,A,6
T20160010703,B,4
T20160010871,01,1
T20160010871,A,1
T20160010871,B,1
T20160010989,A,0
T20160010989,B,2
T20150026568,A,1
T20150026568,B,1
T20160020870,01,2
T20160020870,02,2
T20160020870,A,0
T20160020870,B,2
T20160021135,01,2
T20160021135,A,2
T20160021135,B,0
T20160021397,A,0
T20160021397,A,0
T20160021397,B,2
T20160021397,B,2
T20160020617,01,4
T20160020617,A,1
T20160020617,B,1
T20160021323,A,0
T20160018786,A,1
T20160018786,B,1
T20120001763,01,2
T20160021136,A,1
T20160021136,B,1
T20200012882,B,2
T20180020253,A,2
T20160025997,B,1
T20180010108,A,1
T20210006289,A,1
T20210006289,B,1
T20200011629,01,6
T20210005094,B,4
T20160028001,01,2
T20160027952,B,0
T20160023339,A,0
T20160023339,B,2
T20160019724,A,2
T20160019724,B,0
T20220026661,A,6
T20170000289,A,1
T20160017281,A,0
T20160017281,01,0
T20160026155,B,1
T20170000510,A,1
T20170000510,B,1
T20170000518,01,0
T20170000518,A,2
T20170000518,B,2
T20170000526,A,2
T20160014222,B,2
T20160014222,01,2
T20160014222,A,0
T20160014812,B,2
T20160014664,01,2
T20160014664,01,2
T20160014664,A,0
T20160014664,A,0
T20160014664,B,2
T20160014664,B,2
T20160014813,01,1
T20160014813,A,1
T20160014813,B,4
T20160014736,A,2
T20160014736,B,0
T20160014838,A,0
T20160014838,B,0
T20160014752,A,6
T20160014752,B,4
T20160014614,01,0
T20160014614,A,0
T20160014614,B,0
T20160014721,01,3
T20160014721,02,3
T20160014721,03,6
T20160014721,A,6
T20160014721,B,6
T20160013000,01,2
T20160013000,02,0
T20160013000,A,2
T20160013000,B,0
T20160014642,A,0
T20160014642,B,2
T20160014135,A,0
T20160014135,B,2
T20240010094,A,2
T20160022777,B,2
T20160012262,B,2
T20160012262,A,0
T20210003472,01,0
T20200008712,B,4
T20160020936,A,1
T20160020936,B,4
T20160023617,01,2
T20160023617,02,2
T20160023617,A,0
T20160023617,B,0
T20160023889,A,0
T20160023889,B,2
T20160020741,01,0
T20160020741,A,0
